FGSM_w_samples_5,FGSM_bounded_5,DFAL,DFAL_w_samples_5,badge,badge_w_samples_5,rand,rand_w_samples_5,FVAAL_rand_w_samples_5,DFAL_FGSM_bounded_5,badge_FGSM_bounded_5,rand_FGSM_bounded_5,FGSM_0,DFAL_0,FGSM_w_samples_10,FGSM_bounded_10,DFAL_w_samples_10,DFAL_FGSM_bounded_10,badge_w_samples_10,badge_FGSM_bounded_10,rand_w_samples_10,rand_FGSM_bounded_10
0.3939199984073639,0.3808799982070923,0.3879200041294098,0.4008400022983551,0.37208000421524046,0.37691999673843385,0.3749399960041046,0.4064000010490417,0.4011799991130829,0.3745600044727325,0.37465999722480775,0.3755000054836273,0.37441999316215513,0.37733999490737913,0.3867799937725067,0.3676599979400635,0.39259999990463257,0.376800000667572,0.38942000865936277,0.3760800063610077,0.39705999493598937,0.3772800028324127
0.3994199991226196,0.3747800052165985,0.3978200078010559,0.3968400001525879,0.3914799988269806,0.38432000279426576,0.3808799982070923,0.40546000599861143,0.40960000157356263,0.3835399985313416,0.38751999735832215,0.3763199985027313,0.3773599982261657,0.3724399983882904,0.3906000018119812,0.3752600014209747,0.3898200035095215,0.37979999780654905,0.39718000292778016,0.3754000008106232,0.40033999681472776,0.3839000046253204
0.39567999839782714,0.3823600053787231,0.3920799970626831,0.3995599985122681,0.3861000001430511,0.3851199924945831,0.38660000562667846,0.4037000060081482,0.40522000193595886,0.36850000619888307,0.38461999893188475,0.3831399917602539,0.38313999772071833,0.38127999305725097,0.3930600047111511,0.3871399998664856,0.39973999857902526,0.37854000329971316,0.3986799955368042,0.36887999773025515,0.40910000205039976,0.3886400043964386
0.39966000318527223,0.38004000186920167,0.39674000144004823,0.40146000385284425,0.3841800093650818,0.3800800025463104,0.38604000210762024,0.41305999755859374,0.3962999939918518,0.38549999594688417,0.3871999979019165,0.37772000432014463,0.3781200051307678,0.3877399981021881,0.3996399939060211,0.38452000021934507,0.3993600070476532,0.38272000551223756,0.40745999813079836,0.388019996881485,0.4026400029659271,0.3916000008583069
0.4069000005722046,0.3895399987697601,0.3942799985408783,0.40913999676704405,0.39459999799728396,0.38591999411582945,0.38549999594688417,0.4115600049495696,0.400819993019104,0.3857200026512146,0.38571999669075013,0.37777999639511106,0.37760000228881835,0.3910199999809265,0.3992200016975403,0.3806599974632263,0.3889600098133087,0.384660005569458,0.40504000186920164,0.37733999490737913,0.4021999955177307,0.39070000052452086
0.3997599959373474,0.39127999544143677,0.39171999096870425,0.4026400029659271,0.39020000100135804,0.3972599983215332,0.396560001373291,0.41790000200271604,0.4034600019454956,0.38259999752044677,0.3878399968147278,0.3843999981880188,0.38856000304222105,0.374179995059967,0.39483999609947207,0.3884600043296814,0.4015999972820282,0.37391999959945676,0.4043199956417084,0.3843000054359436,0.4129400014877319,0.3887199997901917
0.4090799927711487,0.3818000018596649,0.3864399969577789,0.40591999888420105,0.3782599985599518,0.38917999863624575,0.39458000659942627,0.4162800073623657,0.4113800048828125,0.3874400079250336,0.3983200013637543,0.38585999608039856,0.3888800024986267,0.37811999917030337,0.3977600038051605,0.3843999981880188,0.40175999999046325,0.38744000196456907,0.41278000473976134,0.3840999901294708,0.4177600026130676,0.3879199981689453
0.4089200019836426,0.38240000009536745,0.39832000732421874,0.40827999711036683,0.39079999923706055,0.3830799996852875,0.3847599983215332,0.4173600018024445,0.42086000442504884,0.38568000197410585,0.3916400074958801,0.385479998588562,0.39064000248909,0.39249999523162843,0.40378000140190123,0.3904400050640106,0.40562000274658205,0.3890400052070618,0.409060001373291,0.38526000380516046,0.41712000370025626,0.3940400004386902
0.4096199989318848,0.38447999954223633,0.40287999510765077,0.4070600032806396,0.39478000402450564,0.3819800019264221,0.3966600000858307,0.420880001783371,0.4142799973487854,0.3930000066757202,0.3917400002479553,0.393860000371933,0.3968400001525879,0.375,0.4071400046348571,0.3896600008010864,0.4019199967384338,0.3932600080966949,0.4162000000476837,0.3852400004863739,0.42239999771118164,0.391619998216629
0.41233999729156495,0.395579993724823,0.3993800044059753,0.4124400019645691,0.39661999344825744,0.3901799976825714,0.40239999890327455,0.418860000371933,0.4201799988746643,0.3867999970912933,0.3858399987220764,0.39704000353813174,0.3947799980640411,0.3919799983501434,0.40905999541282656,0.3919200003147125,0.4107599973678589,0.39312000274658204,0.4161399960517883,0.3852600038051605,0.41456000208854676,0.3956000030040741
